,Unnamed: 0,class,language,question,pos,ner
1307,1307,MEASURE,en,How often in their lives should Muslims make a pilgrimage to Mecca?,"['ADV', 'ADV', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'NORP', '', '', '', '', 'GPE', '']"
1308,1308,DATE,nl,Wanneer werd Ierland opgedeeld?,"['CONJ', 'VERB', 'NOUN', 'VERB', 'PUNCT']","['', '', 'LOC', '', '']"
1309,1309,DATE,it,Quando venne divisa l'Irlanda?,"['ADV', 'AUX', 'VERB', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', '']"
1310,1310,DATE,es,¿Cuándo fue separada Irlanda?,"['PUNCT', 'PRON', 'AUX', 'VERB', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', 'LOC', '']"
1311,1311,DATE,en,When was Ireland separated?,"['ADV', 'VERB', 'PROPN', 'VERB', 'PUNCT']","['', '', 'GPE', '', '']"
1312,1312,MEASURE,nl,Hoeveel passagiers moesten het schip verlaten nadat op de Regent Star brand was uitgebroken?,"['NUM', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'CONJ', 'ADP', 'DET', 'ADJ', 'X', 'NOUN', 'VERB', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'ORG', 'ORG', '', '', '', '']"
1313,1313,MEASURE,it,"Quanti passeggeri dovettero abbandonare la nave dopo che la ""Regent Star"" si incendiò?","['DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADV', 'SCONJ', 'DET', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', 'MISC', 'MISC', '', '', '', '']"
1314,1314,MEASURE,es,"¿Cuántos pasajeros tuvieron que abandonar el ""Regent Star"" tras incendiarse el barco?","['PUNCT', 'NOUN', 'ADJ', 'VERB', 'SCONJ', 'VERB', 'DET', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', 'ORG', '', '', '', '', '', '', 'ORG', 'ORG', '', '', '', '', '', '']"
1315,1315,MEASURE,en,How many passengers had to abandon ship after fire broke out on the Regent Star?,"['ADV', 'ADJ', 'NOUN', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PART', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', 'ORG', 'ORG', 'ORG', '']"
1316,1316,PERSON,nl,Wie is de geestelijke vader van Doctor Snuggles?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'X', 'PUNCT']","['', '', '', '', '', '', 'PER', 'PER', '']"
1317,1317,PERSON,it,Chi è il creatore di Doctor Snuggles?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'PER', 'PER', '']"
1318,1318,PERSON,es,"¿Quién es el creador de ""Doctor Snuggles""?","['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', 'MISC', 'MISC', '', '']"
1319,1319,PERSON,en,Who is the creator of Doctor Snuggles?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '']"
1320,1320,DATE,nl,Wanneer kreeg Rusland een nieuwe grondwet?,"['ADV', 'VERB', 'NOUN', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', 'LOC', '', '', '', '']"
1321,1321,DATE,it,Quando venne adottata una nuova costituzione in Russia?,"['ADV', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', '']"
1322,1322,DATE,es,¿Cuándo adoptó Rusia la nueva constitución?,"['PUNCT', 'PRON', 'VERB', 'PROPN', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', 'LOC', '', '', '', '']"
1323,1323,DATE,en,When did Russia adopt a new constitution?,"['ADV', 'VERB', 'PROPN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', 'GPE', '', '', '', '', '']"
1324,1324,PERSON,nl,Welke Britse premier bezocht Zuid-Afrika in 1960?,"['PRON', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NUM', 'PUNCT']","['', 'MISC', '', '', 'LOC', '', 'LOC', '', '', '']"
1325,1325,PERSON,it,Quale primo ministro britannico visitò il Sud Africa nel 1960?,"['DET', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'DET', 'PROPN', 'PROPN', 'NOUN', 'NUM', 'PUNCT']","['', '', '', '', '', '', 'LOC', 'LOC', '', '', '']"
1326,1326,PERSON,es,¿Qué primer ministro británico visitó Sudáfrica en 1960?,"['PUNCT', 'PRON', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'PROPN', 'ADP', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'LOC', '', '', '']"
1327,1327,PERSON,en,Which British prime minister visited South-Africa in 1960?,"['DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'PROPN', 'PUNCT', 'PROPN', 'ADP', 'NUM', 'PUNCT']","['', 'NORP', '', '', '', 'GPE', 'GPE', 'GPE', '', 'DATE', '']"
1328,1328,OBJECT,nl,Noem een medicijn tegen malaria.,"['VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '']"
1329,1329,OBJECT,it,Nomina un farmaco anti-malarico.,"['VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT']","['PER', '', '', '', '', '', '']"
1330,1330,OBJECT,es,Dar el nombre de un medicamento contra la malaria.,"['VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
1331,1331,OBJECT,en,Name an anti-malarial drug.,"['VERB', 'DET', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '']"
1332,1332,PERSON,nl,Wie is de leider van de Nation of Islam?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'ORG', 'ORG', 'ORG', '']"
1333,1333,PERSON,it,Chi è il capo della Nazione dell'Islam?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'NOUN', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', '', 'LOC', '']"
1334,1334,PERSON,es,¿Quién es el líder de Nación del Islam?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'PER', 'PER', 'PER', '']"
1335,1335,PERSON,en,Who is the leader of the Nation of Islam?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', 'ORG', 'ORG', '']"
1336,1336,PERSON,nl,Wie vermoordden de Colombiaanse voetballer Andres Escobar?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', 'LOC', '', 'PER', 'PER', '']"
1337,1337,PERSON,it,Chi ha ucciso il giocatore di calcio colombiano Andres Escobar?,"['PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'PER', 'PER', '']"
1338,1338,PERSON,es,"¿Quién mató a Andrés Escobar, un jugador de fútbol colombiano?","['PUNCT', 'PRON', 'VERB', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']","['PER', 'PER', '', '', 'PER', 'PER', '', '', '', '', '', '', '']"
1339,1339,PERSON,en,"Who killed Andres Escobar, the Colombian soccer player?","['PRON', 'VERB', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['', '', 'PERSON', 'PERSON', '', '', 'NORP', '', '', '']"
1340,1340,PERSON,nl,Welke Britse staatsburger kreeg 50 zweepslagen toegediend in Quatar?,"['PRON', 'ADJ', 'NOUN', 'VERB', 'NUM', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT']","['', 'MISC', '', '', '', '', '', '', 'LOC', '']"
1341,1341,PERSON,it,Quale cittadino britannico è stato punito con 50 frustate in Qatar?,"['DET', 'NOUN', 'ADJ', 'AUX', 'AUX', 'VERB', 'ADP', 'NUM', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', 'LOC', '']"
1342,1342,PERSON,es,¿Qué ciudadano británico recibió 50 latigazos en Qatar?,"['PUNCT', 'DET', 'NOUN', 'ADJ', 'VERB', 'NUM', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', 'LOC', '']"
1343,1343,PERSON,en,Which British citizen was administered 50 whip lashes in Qatar?,"['DET', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NUM', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', 'NORP', '', '', '', 'CARDINAL', '', '', '', 'GPE', '']"
1344,1344,ORGANIZATION,nl,Hoe heet de Israelische binnenlandse veiligheidsdienst?,"['ADV', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', 'LOC', '', '', '']"
1345,1345,ORGANIZATION,it,Come si chiama il servizio di sicurezza interno israeliano?,"['ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
1346,1346,ORGANIZATION,es,¿Cómo se llama el servicio de seguridad nacional de Israel?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PUNCT']","['', 'LOC', '', '', '', '', '', '', '', '', 'LOC', '']"
1347,1347,ORGANIZATION,en,What is the Israeli internal security service called?,"['PRON', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['', '', '', 'NORP', '', '', '', '', '']"
1348,1348,PERSON,nl,Wie zijn de leiders van de Orde van de Zonnetempel?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'X', 'ADP', 'X', 'PUNCT']","['', '', '', '', '', '', 'ORG', 'ORG', 'ORG', 'ORG', '']"
1349,1349,PERSON,it,Chi sono i capi dell'Ordine del Tempio Solare?,"['PRON', 'VERB', 'DET', 'NOUN', 'DET', 'PROPN', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', 'ORG', 'ORG', '']"
1350,1350,PERSON,es,¿Quiénes son los líderes de la orden del Templo del Sol?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', 'LOC', 'LOC', 'LOC', '']"
1351,1351,PERSON,en,Who are the leaders of the Order of the Solar Temple?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '']"
1352,1352,MEASURE,nl,Op welke leeftijd overleed Thomas 'Tip' O'Neill?,"['ADP', 'PRON', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT']","['', '', '', '', 'PER', 'PER', 'PER', 'PER', 'PER', '']"
1353,1353,MEASURE,it,A quale età morì Thomas 'Tip' O'Neill?,"['ADP', 'DET', 'NOUN', 'VERB', 'PROPN', 'PUNCT', 'X', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', 'PER', 'PER', 'PER', 'PER', 'PER', 'PER', '']"
1354,1354,MEASURE,es,"¿A qué edad murió Thomas ""Tip"" O'Neill?","['PUNCT', 'ADP', 'DET', 'NOUN', 'VERB', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', 'PER', 'PER', 'PER', 'PER', 'PER', '']"
1355,1355,MEASURE,en,At what age did Thomas 'Tip' O'Neill die?,"['ADP', 'PRON', 'NOUN', 'VERB', 'PROPN', 'PART', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', 'PERSON', '', '', '', '', '', '']"
1356,1356,PERSON,nl,Wie is ooit de Mussolini van de media genoemd?,"['PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', 'PER', '', '', '', '', '']"
1357,1357,PERSON,it,Chi è stato definito il Mussolini dei media?,"['PRON', 'AUX', 'AUX', 'VERB', 'DET', 'PROPN', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', 'PER', '', '', '']"
1358,1358,PERSON,es,¿Quién fue llamado el Mussolini de los medios de comunicación?,"['PUNCT', 'PRON', 'AUX', 'VERB', 'DET', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['PER', 'PER', '', '', '', 'PER', '', '', '', '', '', '']"
1359,1359,PERSON,en,Who has been called the Mussolini of the media?,"['PRON', 'VERB', 'VERB', 'VERB', 'DET', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', 'PERSON', '', '', '', '']"
1360,1360,LOCATION,nl,Welk land legaliseerde in 1994 de videorecorder?,"['PRON', 'NOUN', 'VERB', 'ADP', 'NUM', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
1361,1361,LOCATION,it,Quale paese legalizzò il videoregistratore nel 1994?,"['DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'NUM', 'PUNCT']","['', '', '', '', '', '', '', '']"
1362,1362,LOCATION,es,¿Qué país legalizó la grabadora de vídeo en 1994?,"['PUNCT', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', '']"
1363,1363,LOCATION,en,Which country legalized the video recorder in 1994?,"['DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'NUM', 'PUNCT']","['', '', '', '', '', '', '', 'DATE', '']"
1364,1364,PERSON,nl,Hoe luidt de voornaam van de vrouw van Nelson Mandela?,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'PER', 'PER', '']"
1365,1365,PERSON,it,Qual è il nome di battesimo della moglie di Nelson Mandela?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['LOC', '', '', '', '', '', '', '', '', 'PER', 'PER', '']"
1366,1366,PERSON,es,¿Cuál es el nombre de pila de la mujer de Nelson Mandela?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', '', 'PER', 'PER', '']"
1367,1367,PERSON,en,What is the first name of Nelson Mandela's wife?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PART', 'NOUN', 'PUNCT']","['', '', '', 'ORDINAL', '', '', 'PERSON', 'PERSON', 'PERSON', '', '']"
1368,1368,MEASURE,nl,Hoe hoog is de top van de Alto Cruz de la Demanda?,"['ADV', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', 'LOC', 'LOC', 'LOC', 'LOC', '']"
1369,1369,MEASURE,it,Quanto è alto l'Alto Cruz de la Demanda?,"['PRON', 'VERB', 'ADJ', 'DET', 'PROPN', 'PROPN', 'ADP', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', 'LOC', 'LOC', 'LOC', 'LOC', '']"
1370,1370,MEASURE,es,¿Qué altura tiene el Alto Cruz de la Demanda?,"['PUNCT', 'DET', 'NOUN', 'VERB', 'DET', 'PROPN', 'PROPN', 'ADP', 'DET', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', 'LOC', 'LOC', 'LOC', 'LOC', 'LOC', '']"
1371,1371,MEASURE,en,How tall is the Alto Cruz de la Demanda?,"['ADV', 'ADJ', 'VERB', 'DET', 'PROPN', 'PROPN', 'PROPN', 'X', 'PROPN', 'PUNCT']","['', '', '', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', '']"
1372,1372,MEASURE,nl,Hoe oud is het Bolshoi Theater?,"['ADV', 'ADJ', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', 'LOC', '']"
1373,1373,MEASURE,it,Quanti anni ha il teatro Bolshoi?,"['DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', '']"
1374,1374,MEASURE,es,¿Cuántos años tiene el teatro Bolshoi?,"['PUNCT', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', 'LOC', '']"
1375,1375,MEASURE,en,How old is the Bolshoi Theater?,"['ADV', 'ADJ', 'VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', 'ORG', 'ORG', 'ORG', '']"
1376,1376,DATE,nl,Wanneer heersten de Fransen in Vietnam?,"['CONJ', 'VERB', 'DET', 'ADJ', 'ADP', 'NOUN', 'PUNCT']","['', '', '', 'LOC', '', 'LOC', '']"
1377,1377,DATE,it,Quando governarono il Vietnam i Francesi?,"['ADV', 'VERB', 'DET', 'PROPN', 'DET', 'PROPN', 'PUNCT']","['', '', '', 'LOC', '', 'LOC', '']"
1378,1378,DATE,es,¿Cuándo gobernaron los franceses en Vietnam?,"['PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'LOC', '']"
1379,1379,DATE,en,When did the French rule Vietnam?,"['ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', 'NORP', '', 'GPE', '']"
1380,1380,PERSON,nl,Hoe heet de directeur van de CIA?,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', 'ORG', '']"
1381,1381,PERSON,it,Chi è il direttore della CIA?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', '']"
1382,1382,PERSON,es,¿Quién es el director de la CIA?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']","['PER', 'PER', '', '', '', '', '', 'ORG', '']"
1383,1383,PERSON,en,Who is the director of the CIA?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'ORG', '']"
1384,1384,DATE,nl,Wanneer leefde Piet Mondriaan?,"['ADV', 'VERB', 'NOUN', 'PROPN', 'PUNCT']","['', '', 'PER', 'PER', '']"
1385,1385,DATE,it,Quando visse Piet Mondrian?,"['ADV', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', 'PER', 'PER', '']"
1386,1386,DATE,es,¿Cuándo vivió Piet Mondriaan?,"['PUNCT', 'PRON', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', 'PER', 'PER', '']"
1387,1387,DATE,en,When did Piet Mondriaan live?,"['ADV', 'VERB', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['', '', 'PERSON', 'PERSON', '', '']"
1388,1388,DATE,nl,Wanneer begon de Europese Economische en Monetaire Unie (EMU)?,"['ADV', 'VERB', 'DET', 'ADJ', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT']","['', '', '', 'ORG', 'ORG', '', 'ORG', 'ORG', '', '', '', '']"
1389,1389,DATE,it,Quando inizierà l'Unione Monetaria Europea (UME)?,"['ADV', 'VERB', 'DET', 'PROPN', 'PROPN', 'ADJ', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', 'ORG', 'ORG', 'ORG', '', 'ORG', '', '']"
1390,1390,DATE,es,¿Cuándo comenzó la Unión Monetaria Europea (UME)?,"['PUNCT', 'PRON', 'VERB', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']","['MISC', 'MISC', '', '', 'LOC', 'LOC', 'LOC', '', 'ORG', '', '']"
1391,1391,DATE,en,When did the European Monetary Union (EMU) start?,"['ADV', 'VERB', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'PUNCT']","['', '', 'ORG', 'ORG', 'ORG', 'ORG', '', 'ORG', '', '', '']"
1392,1392,MEASURE,nl,Welk deel van de wereldhandel in cocaïne wordt gecontroleerd door het kartel van Cali?,"['PRON', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['LOC', '', '', '', '', '', '', '', '', '', '', '', '', 'LOC', '']"
1393,1393,MEASURE,it,Quanto del traffico mondiale di cocaina è controllato dal cartello di Cali?,"['ADV', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'AUX', 'VERB', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', 'LOC', '']"
1394,1394,MEASURE,es,¿Qué porcentaje del comercio mundial de drogas está controlado por el Cártel de Cali?,"['PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'AUX', 'ADJ', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', '']"
1395,1395,MEASURE,en,How much of the world trade in cocaine is controlled by the Cali cartel?,"['ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', 'NORP', '', '']"
1396,1396,MEASURE,nl,Hoe hoog is de Matterhorn?,"['ADV', 'ADJ', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', 'LOC', '']"
1397,1397,MEASURE,it,Quanto è alto il Matterhorn?,"['PRON', 'VERB', 'ADJ', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', '']"
1398,1398,MEASURE,es,¿Qué altura tiene el Cervino?,"['PUNCT', 'DET', 'NOUN', 'VERB', 'DET', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', 'LOC', '']"
1399,1399,MEASURE,en,How tall is Matterhorn?,"['ADV', 'ADJ', 'VERB', 'PROPN', 'PUNCT']","['', '', '', 'ORG', '']"
1400,1400,MEASURE,nl,Hoeveel mensen overleefden het vernietigingskamp Auschwitz?,"['NUM', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', 'LOC', '']"
1401,1401,MEASURE,it,Quante persone sono sopravvissute al campo di concentramento di Auschwitz?,"['DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', 'LOC', 'LOC', 'LOC', 'LOC', '']"
1402,1402,MEASURE,es,¿Cuánta gente sobrevivió al campo de concentración de Auschwitz?,"['PUNCT', 'PROPN', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', 'LOC', '']"
1403,1403,MEASURE,en,How many people survived the Auschwitz concentration camp?,"['ADV', 'ADJ', 'NOUN', 'VERB', 'DET', 'PROPN', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', 'ORG', '', '', '']"
1404,1404,LOCATION,nl,Bij welk metrostation in Tokio vond een aanslag met het gifgas sarin plaats?,"['ADP', 'PRON', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', 'LOC', '', '', '', '', '', '', '', '', '']"
1405,1405,LOCATION,it,In quale stazione metropolitana di Tokyo avvenne l'attentato con il gas sarin?,"['ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', 'LOC', '', '', '', '', '', '', '', '']"
1406,1406,LOCATION,es,¿En qué estación del metro de Tokio hubo un atentado con gas sarín?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', '', '', '', '', '', '', '']"
1407,1407,LOCATION,en,The sarin gas attack took place at which subway station in Tokio?,"['DET', 'NUM', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', 'GPE', '']"
1408,1408,MEASURE,nl,Voor hoeveel doden wordt de Rode Khmer verantwoordelijk gehouden?,"['ADP', 'NUM', 'ADJ', 'VERB', 'DET', 'NOUN', 'PROPN', 'ADJ', 'VERB', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', '', '', '']"
1409,1409,MEASURE,it,Di quante morti sono ritenuti responsabili i Khmer Rossi?,"['ADP', 'DET', 'NOUN', 'AUX', 'VERB', 'ADJ', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'ORG', 'ORG', '']"
1410,1410,MEASURE,es,¿De cuántas muertes son responsables los Jemeres Rojos?,"['PUNCT', 'ADP', 'NOUN', 'ADJ', 'AUX', 'ADJ', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'ORG', 'ORG', '']"
